"game_id","type","date","home_team","home_conference","home_pts","home_sq_pts","away_team","away_conference","away_pts","away_sq_pts","line","projected_home_score","projected_away_score","value","value_side","play","result","value_type","closing_line","closing_line_value"
19545081620251,"total","2023-07-07","Washington Mystics",NA,96,93.14562148,"Indiana Fever",NA,88,72.85981691,159.5,82.5,84.6,7.6,"Over",1,1,"Over",156.5,-3
19545113314391,"spread","2023-07-07","Minnesota Lynx",NA,75,78.75472105,"Phoenix Mercury",NA,64,77.1920706,-4,82.3,82,3.7,"Phoenix Mercury",1,-1.1,"Dog",-5.5,1.5
19545113314391,"total","2023-07-07","Minnesota Lynx",NA,75,78.75472105,"Phoenix Mercury",NA,64,77.1920706,163.5,82.3,82,0.8,"Over",0,0,"Over",161.5,NA
19546125116321,"spread","2023-07-08","New York Liberty",NA,80,82.53018528,"Seattle Storm",NA,76,90.68646383,-15.5,92.4,80.4,3.5,"Seattle Storm",1,1,"Dog",-15.5,0
19546125116321,"total","2023-07-08","New York Liberty",NA,80,82.53018528,"Seattle Storm",NA,76,90.68646383,167,92.4,80.4,5.8,"Over",1,-1.1,"Over",168.5,1.5
19547009103461,"spread","2023-07-09","Chicago Sky",NA,77,86.38676095,"Atlanta Dream",NA,88,90.94106859,-1.5,81.4,82.5,2.6,"Atlanta Dream",0,0,"Dog",-2,NA
19547009103461,"total","2023-07-09","Chicago Sky",NA,77,86.38676095,"Atlanta Dream",NA,88,90.94106859,169.5,81.4,82.5,5.6,"Under",1,1,"Under",166.5,3
19547043820251,"spread","2023-07-09","Connecticut Sun",NA,92,78.822842,"Washington Mystics",NA,84,73.31074452,-4,85.1,85,3.9,"Washington Mystics",1,-1.1,"Dog",-4.5,0.5
19547043820251,"total","2023-07-09","Connecticut Sun",NA,92,78.822842,"Washington Mystics",NA,84,73.31074452,160.5,85.1,85,9.6,"Over",1,1,"Over",160.5,0
19547047008161,"spread","2023-07-09","Indiana Fever",NA,76,82.00458974,"Dallas Wings",NA,77,81.65116966,3.5,80.7,81.1,3.1,"Indiana Fever",1,1,"Dog",3.5,0
19547047008161,"total","2023-07-09","Indiana Fever",NA,76,82.00458974,"Dallas Wings",NA,77,81.65116966,169.5,80.7,81.1,7.7,"Under",1,1,"Under",168.5,1
19547092411331,"spread","2023-07-09","Minnesota Lynx",NA,89,87.46514356,"Las Vegas Aces",NA,113,92.46137595,13.5,80.2,89.2,4.5,"Minnesota Lynx",1,-1.1,"Dog",11.5,2
19547092411331,"total","2023-07-09","Minnesota Lynx",NA,89,87.46514356,"Las Vegas Aces",NA,113,92.46137595,171.5,80.2,89.2,2.1,"Under",0,0,"Under",171.5,NA
19547098514391,"spread","2023-07-09","Phoenix Mercury",NA,78,80.39506173,"Los Angeles Sparks",NA,72,78.06793439,-1,84,78.3,4.7,"Phoenix Mercury",1,1,"Fav",-1.5,0.5
19547098514391,"total","2023-07-09","Phoenix Mercury",NA,78,80.39506173,"Los Angeles Sparks",NA,72,78.06793439,160.5,84,78.3,1.8,"Over",0,0,"Over",159.5,NA
19549092414391,"spread","2023-07-11","Las Vegas Aces",NA,98,94.03412884,"Phoenix Mercury",NA,72,82.2713517,-17.5,91.2,84.6,10.9,"Phoenix Mercury",1,-1.1,"Dog",-17,-0.5
19549092414391,"total","2023-07-11","Las Vegas Aces",NA,98,94.03412884,"Phoenix Mercury",NA,72,82.2713517,169.5,91.2,84.6,6.3,"Over",1,1,"Over",170,0.5
